# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:69	raw	read	metal_lots,metal_movements	metal_lots=shop_id metal_movements=shop_id	raw:via>mixed(loop,other)	fa89d88235	\Illuminate\Support\Facades\DB::select("\n SELECT\n ml.id,\n ml.lot_number,\n COALESCE(ml.metal_type, 'unknown') AS metal_type,\n ml.fine_weight_remaining AS stored,\n (\n COALESCE(SUM(CASE WHEN mm.to_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n - COALESCE(SUM(CASE WHEN mm.from_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n ) AS ledger_balance,\n ml.fine_weight_remaining - (\n COALESCE(SUM(CASE WHEN mm.to_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n - COALESCE(SUM(CASE WHEN mm.from_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n ) AS discrepancy\n FROM metal_lots ml\n LEFT JOIN metal_movements mm\n ON (mm.from_lot_id = ml.id OR mm.to_lot_id = ml.id)\n AND mm.shop_id = ml.shop_id\n WHERE ml.shop_id = ?\n GROUP BY ml.id\n HAVING ABS(\n ml.fine_weight_remaining - (\n COALESCE(SUM(CASE WHEN mm.to_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n - COALESCE(SUM(CASE WHEN mm.from_lot_id = ml.id THEN mm.fine_weight ELSE 0 END), 0)\n )\n ) > ?\n ORDER BY ml.id\n ", [$shopId, self::TOLERANCE])
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:101	raw	read	metal_lots	shop_id	raw:via>loop	58664c4308	\Illuminate\Support\Facades\DB::select("\n SELECT\n COALESCE(metal_type, 'unknown') AS metal_type,\n COUNT(*) AS lots_count,\n SUM(fine_weight_remaining) AS total_fine\n FROM metal_lots\n WHERE shop_id = ?\n GROUP BY metal_type\n ORDER BY metal_type\n ", [$shopId])
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:203	raw	read	shops	self:id	key:via>loop	b73839791f	\Illuminate\Support\Facades\DB::table('shops')->where('id', $shopId)->value('environment')
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:232	embedded	read	vault_reconciliation_runs	shop_id	mention:-	393ba8adb3	\Illuminate\Support\Facades\DB::table('acknowledged_vault_discrepancies as a')->join('vault_reconciliation_runs as r', 'r.id', '=', 'a.reconciliation_run_id')->where('a.shop_id', $shopId)->pluck('r.discrepancy_lots')
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:232	raw	read	acknowledged_vault_discrepancies	shop_id	where:via>loop	45725b8ddd	\Illuminate\Support\Facades\DB::table('acknowledged_vault_discrepancies as a')->join('vault_reconciliation_runs as r', 'r.id', '=', 'a.reconciliation_run_id')->where('a.shop_id', $shopId)->pluck('r.discrepancy_lots')
UNREAD		console	app/Console/Commands/ReconcileVaultBalances.php:263	raw	read	users	shop_id	where:via>loop	19429174d3	\Illuminate\Support\Facades\DB::table('users')->where('shop_id', $shopId)->orderBy('id')->value('id')
UNREAD		console	app/Console/Commands/RelocateKarigarInvoiceAttachments.php:159	raw	read	?	?	where:property	fd491941aa	\Illuminate\Support\Facades\DB::table(static::TABLE)->select('id', 'shop_id', static::PATH_COLUMN . ' as path', static::DISK_COLUMN . ' as disk')->whereNotNull(static::PATH_COLUMN)->when($this->option('shop'), fn($q) => $q->where('shop_id', (int) $this->option('shop')))->orderBy('id')
UNREAD		console	app/Console/Commands/RelocateKarigarInvoiceAttachments.php:228	raw	WRITE	?	?	key:record?	4cd993058f	\Illuminate\Support\Facades\DB::table(static::TABLE)->where('id', $row->id)->where(static::DISK_COLUMN, self::SOURCE_DISK)->where(static::PATH_COLUMN, $path)->update([static::DISK_COLUMN => $this->targetDisk()])
UNREAD		console	app/Console/Commands/RelocateKarigarInvoiceAttachments.php:237	raw	read	?	?	key:record?	690fae55ea	\Illuminate\Support\Facades\DB::table(static::TABLE)->where('id', $row->id)->first([static::PATH_COLUMN . ' as path', static::DISK_COLUMN . ' as disk'])
UNREAD		console	app/Console/Commands/RelocateShopSignatures.php:143	raw	read	shop_billing_settings	shop_id	where:property	6ac7230b13	\Illuminate\Support\Facades\DB::table('shop_billing_settings')->select('id', 'shop_id', 'digital_signature_path', 'digital_signature_disk')->whereNotNull('digital_signature_path')->when($this->option('shop'), fn($q) => $q->where('shop_id', (int) $this->option('shop')))->orderBy('shop_id')
UNREAD		console	app/Console/Commands/RelocateShopSignatures.php:258	raw	WRITE	shop_billing_settings	shop_id	key:record?	59eb707616	\Illuminate\Support\Facades\DB::table('shop_billing_settings')->where('id', $row->id)->where('digital_signature_disk', self::SOURCE_DISK)->where('digital_signature_path', $path)->update(['digital_signature_disk' => $this->targetDisk()])
UNREAD		console	app/Console/Commands/RelocateShopSignatures.php:279	raw	read	shop_billing_settings	shop_id	key:record?	a23a7f93b4	\Illuminate\Support\Facades\DB::table('shop_billing_settings')->where('id', $row->id)->first(['digital_signature_path', 'digital_signature_disk'])
UNREAD		console	app/Console/Commands/RelocateShopSignatures.php:352	raw	read	shop_billing_settings	shop_id	none:-	b17975ab02	\Illuminate\Support\Facades\DB::table('shop_billing_settings')->whereNotNull('digital_signature_path')->pluck('digital_signature_path')->flip()
UNREAD		console	app/Console/Commands/RepairTrialTermSubscriptions.php:85	unscoped	WRITE	subscription_events	shop_id	insert:record?	48c1aa0acf	\App\Models\Platform\SubscriptionEvent::create(['shop_subscription_id' => $subscription->id, 'shop_id' => $subscription->shop_id, 'admin_id' => null, 'event_type' => 'subscription.repaired', 'before' => $before, 'after' => $subscription->fresh()->toArray(), 'reason' => 'Yearly-trial bug correction (Phase 1 data repair)'])
UNREAD		console	app/Console/Commands/RepairTrialTermSubscriptions.php:108	unscoped	read	shops	self:id	key:record?	637af7d3be	\App\Models\Shop::whereKey($subscription->shop_id)->lockForUpdate()->first()
UNREAD		console	app/Console/Commands/RepairTrialTermSubscriptions.php:152	unscoped	read	shop_subscriptions	shop_id	none:-	71e06c4339	\App\Models\Platform\ShopSubscription::query()->with('plan')->whereNotNull('razorpay_payment_id')->where('price_paid', '>', 0)->whereNotNull('starts_at')->whereNotNull('ends_at')->where(function ($q) { // Yearly subs whose term is <= starts_at + 31 days. $q->where(function ($yearly) { $yearly->where('billing_cycle', 'yearly')->whereRaw("ends_at <= starts_at + INTERVAL '31 days'"); })->orWhere(function ($monthly) { $monthly->where('billing_cycle', 'monthly')->whereRaw("ends_at <= starts_at + INTERVAL '8 days'"); }); })->orderBy('id')->get()
UNREAD		console	app/Console/Commands/Reporting/AuditExportFiles.php:42	removed	read	report_exports	shop_id	mention:-	2ecc8b43bb	\App\Models\Reporting\ReportExport::withoutGlobalScopes()->whereNotNull('file_path')->orderBy('id')->get(['id', 'shop_id', 'user_id', 'report_key', 'status', 'file_disk', 'file_path', 'generated_at'])
UNREAD		console	app/Console/Commands/Reporting/AuditExportFiles.php:72	removed	read	report_exports	shop_id	none:-	3254aead5f	\App\Models\Reporting\ReportExport::withoutGlobalScopes()->where('mode', 'queued')->where('status', 'done')->whereNull('notified_at')->count()
UNREAD		console	app/Console/Commands/Reporting/AuditExportFiles.php:201	raw	read	notifications	convention:notifiable	none:-	afba4f22aa	\Illuminate\Support\Facades\DB::table('notifications')->whereRaw("(data::jsonb ->> 'export_id') = ?", [(string) $exportId])->count()
UNREAD		console	app/Console/Commands/Reporting/NotifyExport.php:31	removed	read	report_exports	shop_id	none:-	8c091a39b6	\App\Models\Reporting\ReportExport::withoutGlobalScopes()->where('mode', \App\Services\Reporting\ExportAuditService::MODE_QUEUED)->where('status', \App\Services\Reporting\ExportAuditService::STATUS_DONE)->whereNull('notified_at')->where('expires_at', '>', now())->orderBy('id')->get()
UNREAD		console	app/Console/Commands/Reporting/NotifyExport.php:52	removed	read	report_exports	shop_id	key:property	a36d894d06	\App\Models\Reporting\ReportExport::withoutGlobalScopes()->find((int) $this->argument('export'))
UNREAD		console	app/Console/Commands/Reporting/SweepExpiredExports.php:28	removed	read	report_exports	shop_id	none:-	7cd946254a	\App\Models\Reporting\ReportExport::withoutTenant()->where('status', \App\Services\Reporting\ExportAuditService::STATUS_DONE)->whereNotNull('file_path')->whereNotNull('expires_at')->where('expires_at', '<', $now)->chunkById(200, function ($exports) use (&$swept): void { foreach ($exports as $export) { if ($export->file_disk !== null && \Illuminate\Support\Facades\Storage::disk($export->file_disk)->exists($export->file_path)) { \Illuminate\Support\Facades\Storage::disk($export->file_disk)->delete($export->file_path); } $export->update(['file_disk' => null, 'file_path' => null]); $swept++; } })
UNREAD		console	app/Console/Commands/ResyncTenantPermissions.php:35	unscoped	read	shops	self:id	none:-	7e7cab508c	\App\Models\Shop::query()->pluck('id')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:44	raw	read	shops	self:id	none:-	a5a6196c9e	\Illuminate\Support\Facades\DB::table('shops')->whereRaw('is_active = TRUE')->pluck('id')->all()
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:94	removed	read	invoices	shop_id	where:via>loop	9e28963bfc	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->sum('gst')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:107	removed	read	invoices	shop_id	where:via>loop	f4651d97d5	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->whereNotNull('cgst_amount')->whereRaw('ABS(COALESCE(cgst_amount,0) + COALESCE(sgst_amount,0) + COALESCE(igst_amount,0) - gst) > ?', [self::TOLERANCE])->count()
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:122	removed	read	credit_notes	shop_id	where:via>loop	3292ad2a51	\App\Models\CreditNote::withoutTenant()->where('shop_id', $shopId)->whereBetween('issued_at', [$start, $end])->whereNotNull('cgst_amount')->whereRaw('ABS(COALESCE(cgst_amount,0) + COALESCE(sgst_amount,0) + COALESCE(igst_amount,0) - gst) > ?', [self::TOLERANCE])->count()
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:240	removed	read	invoices	shop_id	where:via>loop	4e95bfb037	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->sum('total')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:250	removed	read	invoices	shop_id	where:via>loop	dacc96ae9d	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->pluck('id')->all()
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:251	raw	read	invoice_payments	shop_id	key:unowned	82012b65c2	\Illuminate\Support\Facades\DB::table('invoice_payments')->where('shop_id', $shopId)->whereIn('invoice_id', $ids)->sum('amount')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:307	raw	read	invoices	shop_id	where:via>loop	4ec95c1ae3	\Illuminate\Support\Facades\DB::table('invoices as i')->where('i.shop_id', $shopId)->where('i.status', \App\Models\Invoice::STATUS_FINALIZED)->leftJoinSub(\Illuminate\Support\Facades\DB::table('invoice_payments')->select('invoice_id', \Illuminate\Support\Facades\DB::raw('SUM(amount) as collected'))->where('shop_id', $shopId)->groupBy('invoice_id'), 'p', 'p.invoice_id', '=', 'i.id')->selectRaw('COALESCE(SUM(GREATEST(i.total - COALESCE(p.collected, 0), 0)), 0) as due')->value('due')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:311	raw	read	invoice_payments	shop_id	where:via>loop	25908f8029	\Illuminate\Support\Facades\DB::table('invoice_payments')->select('invoice_id', \Illuminate\Support\Facades\DB::raw('SUM(amount) as collected'))->where('shop_id', $shopId)->groupBy('invoice_id')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:338	raw	read	installment_plans	shop_id	where:via>loop	5e85ed50d4	\Illuminate\Support\Facades\DB::table('installment_plans')->where('shop_id', $shopId)->where('status', 'active')->sum('remaining_amount')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:361	embedded	read	scheme_ledger_entries	shop_id	mention:-	32815bc740	\Illuminate\Support\Facades\DB::table('scheme_enrollments as se')->where('se.shop_id', $shopId)->whereIn('se.status', ['active', 'matured'])->leftJoin('scheme_ledger_entries as e', 'e.id', '=', \Illuminate\Support\Facades\DB::raw('(SELECT MAX(id) FROM scheme_ledger_entries le WHERE le.scheme_enrollment_id = se.id)'))->selectRaw('COALESCE(SUM(COALESCE(e.balance_after, 0)), 0) as liab')->value('liab')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:361	raw	read	scheme_enrollments	shop_id	where:via>loop	35b72af997	\Illuminate\Support\Facades\DB::table('scheme_enrollments as se')->where('se.shop_id', $shopId)->whereIn('se.status', ['active', 'matured'])->leftJoin('scheme_ledger_entries as e', 'e.id', '=', \Illuminate\Support\Facades\DB::raw('(SELECT MAX(id) FROM scheme_ledger_entries le WHERE le.scheme_enrollment_id = se.id)'))->selectRaw('COALESCE(SUM(COALESCE(e.balance_after, 0)), 0) as liab')->value('liab')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:364	embedded	read	scheme_ledger_entries	shop_id	none:-	6274570834	\Illuminate\Support\Facades\DB::raw('(SELECT MAX(id) FROM scheme_ledger_entries le WHERE le.scheme_enrollment_id = se.id)')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:392	raw	read	metal_lots	shop_id	where:via>loop	aa80c6016e	\Illuminate\Support\Facades\DB::table('metal_lots')->where('shop_id', $shopId)->where('source', 'customer_advance')->sum('fine_weight_remaining')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:413	raw	read	metal_lots	shop_id	where:via>loop	27cf9eb36e	\Illuminate\Support\Facades\DB::table('metal_lots')->where('shop_id', $shopId)->where('source', '<>', 'karigar_held')->sum('fine_weight_remaining')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:456	raw	read	items	shop_id	where:via>loop	c2b53489b6	\Illuminate\Support\Facades\DB::table('items')->where('shop_id', $shopId)->where('status', 'in_stock')->sum(\Illuminate\Support\Facades\DB::raw('COALESCE(cost_price, 0)'))
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:488	raw	read	items	shop_id	where:via>loop	c2b53489b6	\Illuminate\Support\Facades\DB::table('items')->where('shop_id', $shopId)->where('status', 'in_stock')->sum(\Illuminate\Support\Facades\DB::raw('COALESCE(cost_price, 0)'))
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:529	raw	read	cash_transactions	shop_id	where:via>loop	cb511f6d34	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->where('created_at', '<=', $end)->selectRaw("COALESCE(SUM(CASE WHEN type = 'in' THEN amount ELSE -amount END), 0) as net")->value('net')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:543	raw	read	cash_transactions	shop_id	where:via>loop	584f154da6	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->whereBetween('created_at', [$start, $end])->whereRaw('is_opening IS NOT TRUE')->where('type', 'in')->sum('amount')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:545	raw	read	cash_transactions	shop_id	where:via>loop	a81d722f00	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->whereBetween('created_at', [$start, $end])->whereRaw('is_opening IS NOT TRUE')->where('type', 'out')->sum('amount')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:558	raw	read	cash_transactions	shop_id	where:via>loop	c488c620b8	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->where(fn($q) => $q->where('created_at', '<', $start)->orWhereRaw('is_opening IS TRUE'))->selectRaw("COALESCE(SUM(CASE WHEN type = 'in' THEN amount ELSE -amount END), 0) as net")->value('net')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:581	raw	read	metal_movements	shop_id	where:via>loop	66fd20fde1	\Illuminate\Support\Facades\DB::table('metal_movements')->where('shop_id', $shopId)->whereRaw('is_opening IS TRUE')->sum('fine_weight')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:586	raw	read	metal_lots	shop_id	key:other	7fa23363fd	\Illuminate\Support\Facades\DB::table('metal_lots')->where('shop_id', $shopId)->whereIn('id', function ($q) use ($shopId) { $q->select('to_lot_id')->from('metal_movements')->where('shop_id', $shopId)->whereRaw('is_opening IS TRUE')->whereNotNull('to_lot_id'); })->sum('fine_weight_total')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:589	embedded	read	metal_movements	shop_id	frag:shop_id	94011a69db	$q->select('to_lot_id')->from('metal_movements')->where('shop_id', $shopId)->whereRaw('is_opening IS TRUE')->whereNotNull('to_lot_id')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:616	removed	read	invoices	shop_id	where:via>loop	76adef54b5	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($day)->sum('total')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:625	removed	read	invoices	shop_id	where:via>loop	a3ac513991	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($day)->sum('gst')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:634	raw	read	cash_transactions	shop_id	where:via>loop	61ec2dad26	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->where('created_at', '<=', $dayEnd)->selectRaw("COALESCE(SUM(CASE WHEN type='in' THEN amount ELSE -amount END),0) as net")->value('net')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:671	removed	read	invoices	shop_id	where:via>loop	67390ad8ef	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($day)->sum('total')
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:680	removed	read	invoices	shop_id	where:via>loop	8f6865a7fc	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($day)->count()
UNREAD		console	app/Console/Commands/ValidateReportTotals.php:689	removed	read	invoices	shop_id	where:via>loop	934ddf7c1a	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($day)->sum('gst')
